Repository Name,Is Git Repository,License Type,Git History Intact,First Commit Date,Last Commit Date,Development Span (Months),Lines of Code (Code),Lines of Code (Comments),Lines of Code (Blank),Total Files,Total Commits,Meaningful Commit Count,Commits per Month,total_pr_count,open_pr_count,closed_pr_count,merged_pr_count,github_pr_analysis_available,Number of Contributors with commits,Total Contributors (All-Time),Contributor List,Branch Count,LLM Tokens,Lexical Tokens,Code Duplication (Weighted %),Code Complexity,AI Detection Percentage,Language Count,Languages Used,Frontend Languages,Backend Languages,Frameworks Used,Frontend Frameworks,Backend Frameworks,Languages Percentage (Bytes > 5%),Frameworks Percentage (Bytes > 5%),Databases Used,Third-Party APIs,Setup Guidelines,Security Findings,Documentation Quality,Repository Rating Score
rintel,True,,True,2026-08-02,2026-08-23,0.7,0,0,0,0,18,17,25.7 commits/mo,0,0,0,0,False,1,1,crimsoftit,1,448896,313680,8.2%,N/A,23.2%,0,,,,,,,Python (86.5%) | C++ (8.9%),None Detected,MongoDB | MySQL | PostgreSQL | Redis,,Present,Review Required (5),Medium,1.74
