repo_name,is_git,license_type,first_commit_date,last_commit_date,loc_code,loc_comment,loc_blank,loc_files,lang_count,languages,languages_frontend,languages_backend,commits,contributors,all_contributors_count,all_contributors,branch_count,meaningful_commit_count,development_span_months,commits_per_month,git_history_intact,tokens_llm,lexical_token,duplication_weighted_percent,code_complexity,ai_detection_percent,frameworks,framework_frontend,framework_backend,databases_used,third_party_apis,setup_guidelines,security_findings,documentation_quality,repo_rating_score,repo_rating_label,languages_percentage_bytes(>5%),frameworks_percentage_bytes(>5%),total_time_seconds,total_pr_count,open_pr_count,closed_pr_count,merged_pr_count,github_pr_analysis_available
rintel,True,,2026-08-02,2026-08-23,0,0,0,0,0,,,,18,1,1,crimsoftit,1,17,0.7,25.7 commits/mo,True,448896,313680,8.2%,N/A,23.2%,,,,MongoDB | MySQL | PostgreSQL | Redis,,Present,Review Required (5),Medium,1.74,Poor,Python (86.5%) | C++ (8.9%),None Detected,19.36,0,0,0,0,False
